feature_id,feature_family,calculation_window,timezone,earliest_availability_timestamp,causal,required_warmup,normalization_method,source_columns,missing_data_behavior
ny_open_gap_missing_reason,ny_open_gap,prior trading day's 16:14 bar close to current 09:31 bar open,America/New_York,09:31 ET bar-end,True,none,none,prior 16:14 close; current 09:31 bar open,null/unavailable; no substitute bar
london_took_asia_available,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
london_took_asia_high,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
london_took_asia_low,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
london_took_asia_state,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_london_available,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_london_high,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_london_low,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_london_state,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_asia_available,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_asia_high,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_asia_low,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_asia_state,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
or_feature_available,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_expected_bars,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_observed_bars,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_available_at,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_missing_reason,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_first_bar_end,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_last_bar_end,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_minutes,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_high,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_low,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_open,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_close,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_mid,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_width_points,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_width_pct,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,decimal ratio using the explicitly recorded reference price,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_reference_price,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_net_move_points,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_net_move_pct,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,decimal ratio using the explicitly recorded reference price,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_direction,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_efficiency,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_clv,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_high_timestamp,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_low_timestamp,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
previous_day_high_price,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
level_previous_day_high_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_traded_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_swept,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_closed_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_high_rejected,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
previous_day_low_price,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
level_previous_day_low_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_traded_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_swept,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_closed_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_low_rejected,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
previous_day_close_price,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
level_previous_day_close_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_traded_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_swept,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_closed_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_day_close_rejected,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
previous_rth_high_price,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
level_previous_rth_high_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_traded_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_swept,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_closed_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_rejected,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
previous_rth_low_price,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
level_previous_rth_low_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_traded_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_swept,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_closed_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_low_rejected,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
previous_rth_close_price,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
level_previous_rth_close_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_traded_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_swept,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_closed_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_close_rejected,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
overnight_high_price,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_traded_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_swept,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_closed_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_high_rejected,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
overnight_low_price,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_traded_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_swept,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_closed_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_overnight_low_rejected,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
asia_high_price,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_traded_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_swept,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_closed_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_high_rejected,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
asia_low_price,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_traded_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_swept,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_closed_through,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_asia_low_rejected,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
london_high_price,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_london_high_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_london_high_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_london_high_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_london_high_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_london_high_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_london_high_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
